Hempstead #1	31	0.269565	16	0.333333	0.0637681	1.23656
Hempstead #2	31	0.269565	16	0.333333	0.0637681	1.23656
Oyster Bay	28	0.243478	16	0.333333	0.0898551	1.36905
North Hempstead	21	0.182609	0	0	-0.182609	0
Long Beach	2	0.0173913	0	0	-0.0173913	0
Glen Cove	2	0.0173913	0	0	-0.0173913	0
